[L127, C35 ] IDENTIFIER     --> "tareas"
[L127, C41 ] SEPARATOR      --> "."
[L127, C42 ] IDENTIFIER     --> "size"
[L127, C46 ] SEPARATOR      --> "("
[L127, C47 ] SEPARATOR      --> ")"
[L127, C48 ] SEPARATOR      --> ")"
[L127, C50 ] SEPARATOR      --> "{"
[L128, C13 ] IDENTIFIER     --> "tareas"
[L128, C19 ] SEPARATOR      --> "."
[L128, C20 ] IDENTIFIER     --> "get"
[L128, C23 ] SEPARATOR      --> "("
[L128, C24 ] IDENTIFIER     --> "index"
[L128, C29 ] SEPARATOR      --> ")"
[L128, C30 ] SEPARATOR      --> "."
[L128, C31 ] IDENTIFIER     --> "completar"
[L128, C40 ] SEPARATOR      --> "("
[L128, C41 ] SEPARATOR      --> ")"
[L128, C42 ] SEPARATOR      --> ";"
[L129, C13 ] IDENTIFIER     --> "System"
[L129, C19 ] SEPARATOR      --> "."
[L129, C20 ] IDENTIFIER     --> "out"
[L129, C23 ] SEPARATOR      --> "."
[L129, C24 ] IDENTIFIER     --> "println"
[L129, C31 ] SEPARATOR      --> "("
[L129, C32 ] STRINGLIT      --> ""Tarea completada""
[L129, C50 ] SEPARATOR      --> ")"
[L129, C51 ] SEPARATOR      --> ";"
[L130, C9  ] SEPARATOR      --> "}"
[L130, C11 ] KEYWORD        --> "else"
[L130, C16 ] SEPARATOR      --> "{"
[L131, C13 ] IDENTIFIER     --> "System"
[L131, C19 ] SEPARATOR      --> "."
[L131, C20 ] IDENTIFIER     --> "out"
[L131, C23 ] SEPARATOR      --> "."
[L131, C24 ] IDENTIFIER     --> "println"
[L131, C31 ] SEPARATOR      --> "("
[L131, C32 ] STRINGLIT      --> ""Índice inválido""
[L131, C49 ] SEPARATOR      --> ")"
[L131, C50 ] SEPARATOR      --> ";"
[L132, C9  ] SEPARATOR      --> "}"
[L133, C5  ] SEPARATOR      --> "}"
[L135, C5  ] KEYWORD        --> "private"
[L135, C13 ] KEYWORD        --> "static"
[L135, C20 ] KEYWORD        --> "void"
[L135, C25 ] IDENTIFIER     --> "eliminarTarea"
[L135, C38 ] SEPARATOR      --> "("
[L135, C39 ] IDENTIFIER     --> "Scanner"
[L135, C47 ] IDENTIFIER     --> "scanner"
[L135, C54 ] SEPARATOR      --> ")"
[L135, C56 ] SEPARATOR      --> "{"
[L136, C9  ] IDENTIFIER     --> "listarTareas"
[L136, C21 ] SEPARATOR      --> "("
[L136, C22 ] SEPARATOR      --> ")"
[L136, C23 ] SEPARATOR      --> ";"
[L137, C9  ] KEYWORD        --> "if"
[L137, C12 ] SEPARATOR      --> "("
[L137, C13 ] IDENTIFIER     --> "tareas"
[L137, C19 ] SEPARATOR      --> "."
[L137, C20 ] IDENTIFIER     --> "isEmpty"
[L137, C27 ] SEPARATOR      --> "("
[L137, C28 ] SEPARATOR      --> ")"
[L137, C29 ] SEPARATOR      --> ")"
[L137, C31 ] KEYWORD        --> "return"
[L137, C37 ] SEPARATOR      --> ";"
[L139, C9  ] IDENTIFIER     --> "System"
[L139, C15 ] SEPARATOR      --> "."
[L139, C16 ] IDENTIFIER     --> "out"
[L139, C19 ] SEPARATOR      --> "."
[L139, C20 ] IDENTIFIER     --> "print"
[L139, C25 ] SEPARATOR      --> "("
[L139, C26 ] STRINGLIT      --> ""Número de tarea a eliminar: ""
[L139, C56 ] SEPARATOR      --> ")"
[L139, C57 ] SEPARATOR      --> ";"
[L140, C9  ] KEYWORD        --> "int"
[L140, C13 ] IDENTIFIER     --> "index"
[L140, C19 ] OPERATOR       --> "="
[L140, C21 ] IDENTIFIER     --> "scanner"
[L140, C28 ] SEPARATOR      --> "."
[L140, C29 ] IDENTIFIER     --> "nextInt"
[L140, C36 ] SEPARATOR      --> "("
[L140, C37 ] SEPARATOR      --> ")"
[L140, C39 ] OPERATOR       --> "-"
[L140, C41 ] INTEGERLIT     --> "1"
[L140, C42 ] SEPARATOR      --> ";"
[L141, C9  ] IDENTIFIER     --> "scanner"
[L141, C16 ] SEPARATOR      --> "."
[L141, C17 ] IDENTIFIER     --> "nextLine"
[L141, C25 ] SEPARATOR      --> "("
[L141, C26 ] SEPARATOR      --> ")"
[L141, C27 ] SEPARATOR      --> ";"
[L143, C9  ] KEYWORD        --> "if"
[L143, C12 ] SEPARATOR      --> "("
[L143, C13 ] IDENTIFIER     --> "index"
[L143, C19 ] OPERATOR       --> ">="
[L143, C22 ] INTEGERLIT     --> "0"
[L143, C24 ] OPERATOR       --> "&&"
[L143, C27 ] IDENTIFIER     --> "index"
[L143, C33 ] OPERATOR       --> "<"
[L143, C35 ] IDENTIFIER     --> "tareas"
[L143, C41 ] SEPARATOR      --> "."
[L143, C42 ] IDENTIFIER     --> "size"
[L143, C46 ] SEPARATOR      --> "("
[L143, C47 ] SEPARATOR      --> ")"
[L143, C48 ] SEPARATOR      --> ")"
[L143, C50 ] SEPARATOR      --> "{"
[L144, C13 ] IDENTIFIER     --> "tareas"
[L144, C19 ] SEPARATOR      --> "."
[L144, C20 ] IDENTIFIER     --> "remove"
[L144, C26 ] SEPARATOR      --> "("
[L144, C27 ] IDENTIFIER     --> "index"
[L144, C32 ] SEPARATOR      --> ")"
[L144, C33 ] SEPARATOR      --> ";"
[L145, C13 ] IDENTIFIER     --> "System"
[L145, C19 ] SEPARATOR      --> "."
[L145, C20 ] IDENTIFIER     --> "out"
[L145, C23 ] SEPARATOR      --> "."
[L145, C24 ] IDENTIFIER     --> "println"
[L145, C31 ] SEPARATOR      --> "("
[L145, C32 ] STRINGLIT      --> ""Tarea eliminada""
[L145, C49 ] SEPARATOR      --> ")"
[L145, C50 ] SEPARATOR      --> ";"
[L146, C9  ] SEPARATOR      --> "}"
[L146, C11 ] KEYWORD        --> "else"
[L146, C16 ] SEPARATOR      --> "{"
[L147, C13 ] IDENTIFIER     --> "System"
[L147, C19 ] SEPARATOR      --> "."
[L147, C20 ] IDENTIFIER     --> "out"
[L147, C23 ] SEPARATOR      --> "."
[L147, C24 ] IDENTIFIER     --> "println"
[L147, C31 ] SEPARATOR      --> "("
[L147, C32 ] STRINGLIT      --> ""Índice inválido""
[L147, C49 ] SEPARATOR      --> ")"
[L147, C50 ] SEPARATOR      --> ";"
[L148, C9  ] SEPARATOR      --> "}"
[L149, C5  ] SEPARATOR      --> "}"
[L157, C1  ] SEPARATOR      --> "}"
